"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"25.03.2021","663,79","662,49","664,80","657,43","-","0,14%"
"24.03.2021","662,83","668,25","668,94","662,52","-","-0,90%"
"23.03.2021","668,84","674,60","674,80","667,47","-","-0,79%"
"22.03.2021","674,18","671,09","675,86","669,93","-","0,41%"
"19.03.2021","671,41","672,99","673,18","667,32","-","-0,29%"
"18.03.2021","673,38","679,88","681,19","672,49","-","-0,71%"
"17.03.2021","678,19","678,04","680,74","673,51","-","0,03%"
"16.03.2021","677,96","677,23","680,38","676,78","-","0,14%"
"15.03.2021","676,99","674,59","677,39","671,62","-","0,37%"
"12.03.2021","674,47","675,39","676,28","670,44","-","-0,06%"
"11.03.2021","674,86","666,92","677,24","666,57","-","1,29%"
"10.03.2021","666,28","663,45","668,87","662,78","-","0,50%"
"09.03.2021","662,99","653,82","666,15","652,63","-","1,35%"
"08.03.2021","654,18","657,65","661,14","653,69","-","-0,50%"
"05.03.2021","657,49","652,00","658,63","644,63","-","0,63%"
"04.03.2021","653,36","662,46","662,48","647,12","-","-1,42%"
"03.03.2021","662,80","667,36","670,32","662,48","-","-0,65%"
"02.03.2021","667,11","670,53","671,44","667,11","-","-0,51%"
"01.03.2021","670,52","656,42","671,71","656,38","-","2,03%"
"26.02.2021","657,15","665,87","665,87","653,97","-","-1,48%"
"25.02.2021","667,05","676,05","679,01","664,25","-","-1,23%"
"24.02.2021","675,37","673,86","676,35","667,69","-","0,20%"
"23.02.2021","674,03","674,02","675,34","663,42","-","0,04%"
"22.02.2021","673,77","679,84","681,32","673,77","-","-0,88%"
"19.02.2021","679,74","679,10","682,44","677,43","-","0,16%"
"18.02.2021","678,67","682,94","683,16","675,17","-","-0,59%"
"17.02.2021","682,70","684,24","685,09","679,24","-","-0,34%"
"16.02.2021","685,06","685,08","687,26","683,55","-","-0,00%"
"15.02.2021","685,08","682,42","685,29","682,42","-","0,42%"
"12.02.2021","682,24","679,72","682,49","677,99","-","0,37%"
"11.02.2021","679,74","677,93","680,90","676,90","-","0,25%"
"10.02.2021","678,06","677,06","681,15","674,60","-","0,20%"
"09.02.2021","676,70","675,58","677,76","675,08","-","0,17%"
"08.02.2021","675,53","670,87","675,58","670,86","-","0,74%"
"05.02.2021","670,56","667,27","671,49","667,09","-","0,57%"
"04.02.2021","666,76","663,17","666,76","661,43","-","0,57%"
"03.02.2021","662,97","661,37","664,94","661,36","-","0,30%"
"02.02.2021","660,97","652,49","662,62","652,49","-","1,29%"
"01.02.2021","652,54","642,49","653,47","642,14","-","1,50%"
"29.01.2021","642,91","654,69","655,41","640,34","-","-1,77%"
"28.01.2021","654,50","652,39","659,09","647,29","-","0,31%"
"27.01.2021","652,50","666,15","666,79","650,51","-","-2,04%"
"26.01.2021","666,09","668,24","669,18","665,60","-","-0,30%"
"25.01.2021","668,08","666,55","669,49","661,46","-","0,21%"
"22.01.2021","666,69","669,77","669,81","665,19","-","-0,44%"
"21.01.2021","669,62","668,65","670,82","668,40","-","0,18%"
"20.01.2021","668,44","661,12","669,27","661,04","-","1,11%"
"19.01.2021","661,09","655,65","661,79","655,64","-","0,83%"
"18.01.2021","655,65","655,72","655,78","654,63","-","-0,03%"
"15.01.2021","655,86","661,84","662,07","653,05","-","-0,86%"
"14.01.2021","661,56","661,42","664,57","661,27","-","0,01%"
"13.01.2021","661,49","660,62","662,83","659,39","-","0,28%"
"12.01.2021","659,65","658,59","661,16","657,13","-","0,18%"
"11.01.2021","658,48","663,06","663,31","656,85","-","-0,77%"
"08.01.2021","663,59","657,59","663,59","657,59","-","0,92%"
"07.01.2021","657,53","650,57","658,30","650,54","-","1,18%"
"06.01.2021","649,85","647,37","654,43","645,34","-","0,45%"
"05.01.2021","646,96","642,57","648,26","642,23","-","0,62%"
"04.01.2021","642,98","646,71","651,31","638,36","-","-0,51%"
"01.01.2021","646,30","646,17","646,30","646,16","-","0,00%"
"31.12.2020","646,27","645,30","646,40","643,62","-","0,15%"
"30.12.2020","645,29","643,06","646,65","642,52","-","0,36%"
"29.12.2020","643,00","641,37","646,36","641,32","-","0,32%"
"28.12.2020","640,92","637,95","641,70","637,61","-","0,54%"
"25.12.2020","637,46","637,36","637,73","637,28","-","0,03%"
"24.12.2020","637,30","636,09","637,40","635,85","-","0,20%"
"23.12.2020","636,01","633,74","638,14","633,59","-","0,37%"
"22.12.2020","633,65","635,18","635,27","632,15","-","-0,15%"
"21.12.2020","634,60","639,61","639,64","627,66","-","-0,81%"
"18.12.2020","639,80","641,96","641,96","637,23","-","-0,33%"
"17.12.2020","641,89","637,30","641,90","637,14","-","0,75%"
"16.12.2020","637,10","634,25","638,24","634,25","-","0,51%"
"15.12.2020","633,89","629,01","634,30","628,07","-","0,80%"
"14.12.2020","628,84","630,28","634,59","628,84","-","-0,16%"
"11.12.2020","629,83","631,30","632,03","626,56","-","-0,19%"
"10.12.2020","631,05","630,63","632,07","626,73","-","0,03%"
"09.12.2020","630,89","633,78","636,29","628,92","-","-0,46%"
"08.12.2020","633,81","632,11","634,20","630,60","-","0,21%"
"07.12.2020","632,46","633,01","633,36","631,05","-","-0,10%"
"04.12.2020","633,09","628,31","633,09","628,29","-","0,73%"
"03.12.2020","628,50","626,79","630,13","626,59","-","0,36%"
"02.12.2020","626,25","625,68","626,73","622,68","-","0,21%"
"01.12.2020","624,91","617,87","626,78","617,86","-","1,07%"
"30.11.2020","618,27","623,74","623,94","615,93","-","-0,88%"
"27.11.2020","623,76","621,38","624,29","621,22","-","0,39%"
"26.11.2020","621,32","620,72","621,87","620,59","-","0,13%"
"25.11.2020","620,49","620,90","622,12","618,43","-","0,00%"
"24.11.2020","620,47","611,83","621,15","611,83","-","1,44%"
"23.11.2020","611,69","609,50","614,09","609,24","-","0,36%"
"20.11.2020","609,52","610,62","611,61","609,49","-","-0,12%"
"19.11.2020","610,27","609,68","611,01","605,80","-","0,03%"
"18.11.2020","610,11","612,83","614,89","609,62","-","-0,45%"
"17.11.2020","612,86","613,80","614,31","609,96","-","-0,12%"
"16.11.2020","613,61","606,39","613,89","606,39","-","1,27%"
"13.11.2020","605,92","601,09","607,03","600,18","-","0,76%"
"12.11.2020","601,32","605,36","606,02","599,20","-","-0,62%"
"11.11.2020","605,09","600,65","605,98","600,65","-","0,72%"
"10.11.2020","600,74","600,27","601,87","596,38","-","0,04%"
"09.11.2020","600,49","592,94","609,87","592,94","-","1,30%"
"06.11.2020","592,76","591,55","593,97","589,55","-","0,23%"
"05.11.2020","591,38","579,07","593,13","579,07","-","2,15%"
"04.11.2020","578,92","568,02","583,29","566,28","-","1,91%"
"03.11.2020","568,09","558,02","570,00","558,02","-","1,84%"
"02.11.2020","557,84","550,92","559,92","550,75","-","1,24%"
"30.10.2020","551,00","557,74","557,88","547,37","-","-1,15%"
"29.10.2020","557,41","554,79","560,74","551,90","-","0,44%"
"28.10.2020","554,99","570,94","571,29","554,68","-","-2,89%"
"27.10.2020","571,53","572,60","573,50","571,09","-","-0,27%"
"26.10.2020","573,07","581,84","582,23","569,08","-","-1,52%"
"23.10.2020","581,91","579,84","582,39","579,22","-","0,34%"
"22.10.2020","579,92","579,02","580,43","575,32","-","0,10%"
"21.10.2020","579,35","580,12","583,11","579,01","-","-0,13%"
"20.10.2020","580,11","578,18","583,66","577,60","-","0,26%"
"19.10.2020","578,63","583,44","586,60","577,65","-","-0,77%"
"16.10.2020","583,11","582,02","586,90","581,46","-","0,19%"
"15.10.2020","582,00","586,34","586,45","577,39","-","-0,80%"
"14.10.2020","586,67","588,56","590,95","585,55","-","-0,39%"
"13.10.2020","588,94","591,81","592,17","587,63","-","-0,49%"
"12.10.2020","591,86","584,80","593,40","584,53","-","1,24%"
"09.10.2020","584,60","580,24","585,32","580,04","-","0,79%"
"08.10.2020","580,01","575,94","580,20","575,83","-","0,76%"
"07.10.2020","575,64","568,78","576,47","568,43","-","1,05%"
"06.10.2020","569,67","573,40","576,77","568,33","-","-0,64%"
"05.10.2020","573,33","564,12","573,38","564,11","-","1,63%"
"02.10.2020","564,11","568,22","568,50","560,78","-","-0,68%"
"01.10.2020","568,00","565,62","569,57","565,62","-","0,50%"
"30.09.2020","565,15","562,98","568,32","561,11","-","0,44%"
"29.09.2020","562,70","564,50","565,35","561,89","-","-0,26%"
"28.09.2020","564,18","555,42","565,43","555,38","-","1,62%"
"25.09.2020","555,21","550,27","556,11","547,06","-","1,03%"
"24.09.2020","549,57","551,35","553,62","545,24","-","-0,43%"
"23.09.2020","551,97","560,20","562,09","551,16","-","-1,47%"
"22.09.2020","560,21","557,86","560,74","555,45","-","0,43%"
"21.09.2020","557,79","566,62","567,19","551,31","-","-1,63%"
"18.09.2020","567,02","570,70","571,51","563,81","-","-0,55%"
"17.09.2020","570,16","574,59","574,59","566,81","-","-0,84%"
"16.09.2020","574,99","575,57","579,63","574,47","-","-0,11%"
"15.09.2020","575,64","572,43","577,93","572,13","-","0,52%"
"14.09.2020","572,68","566,26","574,42","566,26","-","1,19%"
"11.09.2020","565,96","564,82","569,23","562,61","-","0,09%"
"10.09.2020","565,47","571,31","575,49","563,84","-","-0,96%"
"09.09.2020","570,93","561,98","573,56","560,81","-","1,44%"
"08.09.2020","562,81","574,53","575,18","562,35","-","-2,03%"
"07.09.2020","574,49","573,34","574,65","572,74","-","0,25%"
"04.09.2020","573,04","578,64","580,36","563,60","-","-1,05%"
"03.09.2020","579,12","594,50","595,24","576,32","-","-2,51%"
"02.09.2020","594,06","588,34","594,77","587,93","-","0,94%"
"01.09.2020","588,52","584,54","588,52","584,20","-","0,63%"
"31.08.2020","584,86","587,02","587,77","583,84","-","-0,27%"
"28.08.2020","586,44","583,51","586,75","583,20","-","0,55%"
"27.08.2020","583,21","584,39","585,48","581,33","-","-0,14%"
"26.08.2020","584,03","579,08","584,30","578,38","-","0,89%"
"25.08.2020","578,89","577,39","579,24","576,99","-","0,29%"
"24.08.2020","577,24","571,14","577,24","570,88","-","1,10%"
